srNo,timestamp,ax,ay,az,gx,gy,gz,temp
0,1661557318201,-0.9101,0.2899,-0.0291,-16.04,3.53,1.52,
1,1661557318202,-0.8891,0.4257,0.0979,-14.24,13.67,-2.94,
2,1661557318202,-0.9154,0.4794,0.1531,-16.25,5.63,-2.86,
3,1661557318202,-0.8515,0.3954,-0.0584,-14.54,-1.98,-2.15,
4,1661557318202,-0.8305,0.4159,0.0007,-13.64,0.98,-1.51,
5,1661557318202,-0.8569,0.4691,0.0486,-14.14,0.14,-0.5,
6,1661557318202,-0.8051,0.2811,-0.0042,-12.36,4.37,-5.34,
7,1661557318202,-0.7172,0.3305,0.0993,-9.64,9.11,-5.14,
8,1661557318202,-0.7504,0.268,0.0222,-9.16,5.72,-3.69,
9,1661557318202,-0.7021,0.2899,0.0163,-9.84,6.15,-1.76,
10,1661557318202,-0.7074,0.1552,0.0022,-5.54,9.19,-1.23,
11,1661557318202,-0.7211,0.0561,0.0076,-7.14,12.57,0.71,
12,1661557318202,-0.7636,0.1107,-0.1082,-8.35,8.01,-0.41,
13,1661557318202,-0.7094,0.0678,-0.0935,-4.65,4.2,-2.41,
14,1661557318202,-0.8212,-0.0069,0.0637,-6.55,1.24,1.26,
15,1661557318202,-0.8163,-0.0123,-0.0398,-3.16,4.53,3.97,
16,1661557318202,-0.5976,-0.0416,-0.1594,-1.57,-3.08,8.26,
17,1661557318202,-0.5268,0.0155,0.1062,-4.15,6.9,6.7,
18,1661557318202,-0.8144,-0.1192,0.0559,-3.74,14.18,4.61,
19,1661557318202,-0.7782,-0.2413,-0.2034,2.04,19.26,8.08,
20,1661557318202,-0.8031,0.016,-0.072,-1.85,8.18,3.53,
21,1661557318203,-1.0531,0.0683,0.1789,-9.45,-7.22,5.8,
22,1661557318203,-0.7861,-0.0836,-0.1209,-8.96,-10.77,4.8,
23,1661557318203,-0.8881,-0.026,-0.0007,-4.24,-3.49,2.87,
24,1661557318203,-0.8901,0.1508,0.1482,3.16,8.59,-0.86,
25,1661557318203,-0.8993,-0.1481,-0.0979,1.14,10.21,1.06,
26,1661557318203,-0.9716,-0.067,0.074,-7.26,14.94,-0.68,
27,1661557318203,-1.1488,0.1029,0.2117,-11.96,-0.53,-1.14,
28,1661557318203,-1.039,-0.1593,-0.1619,-10.16,-5.35,2.6,
29,1661557318203,-1.0971,-0.0611,0.0964,-7.46,4.03,0.51,
30,1661557318203,-1.1249,0.0023,0.2414,-5.36,13.51,0.14,
31,1661557318204,-1.1786,-0.1095,0.0832,-6.15,5.56,-1.22,
32,1661557318204,-1.2089,-0.1378,0.0906,-9.46,4.37,-1.23,
33,1661557318204,-1.2079,-0.169,0.3874,-12.86,0.05,-3.69,
34,1661557318204,-1.1864,-0.1222,0.0266,-15.35,-7.05,-3.96,
35,1661557318204,-1.1083,-0.1593,0.053,-15.26,-6.28,-2.95,
36,1661557318204,-1.4154,-0.2774,0.4475,-13.06,8.94,4.25,
37,1661557318205,-1.2738,-0.169,0.2864,-14.45,1.83,1.06,
38,1661557318205,-1.248,-0.0553,-0.0183,-18.54,-6.04,2.89,
39,1661557318205,-1.3617,-0.1759,0.428,-18.84,-4.76,7.45,
40,1661557318205,-1.1454,-0.1593,0.0207,-21.55,-12.13,6.06,
41,1661557318205,-1.2109,0.0258,0.1672,-24.25,-3.08,5.35,
42,1661557318205,-1.2865,0.0531,0.2634,-23.74,-5.35,5.44,
43,1661557318205,-1.2123,0.0727,0.2243,-17.55,2.93,0.88,
44,1661557318205,-1.1957,0.1718,0.2463,-19.35,1.41,2.23,
45,1661557318205,-1.2353,0.3197,0.2224,-24.75,-2.99,-6.33,
46,1661557318205,-1.1254,0.2958,0.3249,-23.65,1.41,-3.5,
47,1661557318205,-1.0981,0.309,0.1941,-23.54,-1.05,-5.15,
48,1661557318205,-1.0033,0.3427,0.0124,-23.76,-1.3,-4.24,
49,1661557318205,-1.141,0.3324,0.1306,-20.45,5.13,-8.52,
50,1661557318206,-1.1044,0.3593,0.3093,-19.44,7.16,-4.86,
51,1661557318206,-1.0414,0.4066,0.0442,-19.84,-0.7,-5.78,
52,1661557318206,-1.0004,0.5131,0.0085,-22.66,-4.68,-8.8,
53,1661557318206,-0.9804,0.1889,0.091,-21.04,1.41,-5.32,
54,1661557318206,-0.8442,0.1469,-0.031,-17.14,4.53,-7.24,
55,1661557318206,-0.9013,0.2631,0.0012,-17.15,-0.2,-5.34,
56,1661557318206,-0.9799,0.2519,0.1672,-15.96,-2.32,-8.25,
57,1661557318206,-0.9423,0.1181,0.1716,-13.96,-6.04,-0.59,
58,1661557318206,-0.7636,0.0541,0.0539,-13.95,3.53,-2.22,
59,1661557318206,-0.9335,0.1107,0.156,-15.26,3.53,-1.69,
60,1661557318206,-0.7929,0.0878,0.2136,-15.26,8.42,-3.5,
61,1661557318206,-0.8139,0.101,0.0823,-13.46,1.33,-2.33,
62,1661557318206,-0.746,0.1068,-0.0115,-9.54,-0.36,-2.04,
63,1661557318206,-0.7499,0.0951,0.0007,-7.16,5.8,-3.14,
64,1661557318206,-0.6703,0.2147,0.1516,-7.14,17.47,3.9,
65,1661557318206,-0.745,0.1811,-0.262,-9.16,4.7,1.42,
66,1661557318207,-0.6996,0.2499,-0.2805,-12.44,-2.06,1.7,
67,1661557318207,-0.7011,0.2714,0.1501,-4.87,-4.18,3.24,
68,1661557318207,-0.7699,0.182,0.0959,-0.06,1.66,-0.86,
69,1661557318207,-0.7353,0.2816,-0.3093,-1.95,-1.63,0.98,
70,1661557318207,-0.6982,0.3319,-0.1482,-3.27,11.05,-1.32,
71,1661557318208,-0.8056,0.1708,0.3191,-5.14,15.37,1.16,
72,1661557318208,-0.7885,0.1,-0.1853,-5.65,3.77,3.62,
73,1661557318208,-0.787,0.0819,-0.2815,-1.25,0.64,2.34,
74,1661557318208,-0.85,0.1825,0.1482,1.36,5.98,-0.12,
75,1661557318208,-0.9477,-0.0079,0.1814,3.43,8.01,1.59,
76,1661557318208,-0.8945,-0.1998,-0.2908,-0.46,2.76,-3.14,
77,1661557318208,-0.8593,-0.1471,-0.2249,-8.65,5.3,-0.68,
78,1661557318208,-0.8564,-0.1056,0.1365,-5.05,2.5,2.05,
79,1661557318208,-1.0307,-0.3282,0.0593,-2.84,-2.06,2.87,
80,1661557318208,-0.9472,-0.2564,-0.1038,-1.28,-4.68,3.79,
81,1661557318208,-1.1694,-0.3102,0.2375,-6.18,-0.53,3.61,
82,1661557318208,-1.0463,-0.2691,0.2815,-8.94,-0.7,0.6,
83,1661557318208,-1.0751,-0.2481,0.1745,-11.54,-2.39,1.44,
84,1661557318208,-1.1366,-0.2335,0.113,-11.14,1.83,1.79,
85,1661557318208,-1.1044,-0.1852,0.1462,-9.96,2.93,1.96,
86,1661557318208,-1.1762,-0.0973,0.3118,-6.74,6.99,7.07,
87,1661557318209,-1.1786,-0.1168,-0.0618,-10.16,-4.18,3.88,
88,1661557318209,-1.1571,0.0829,0.0852,-15.24,0.73,4.99,
89,1661557318209,-1.2016,0.1361,0.2151,-13.76,4.53,5.35,
90,1661557318209,-1.2519,0.0331,-0.0545,-15.24,0.05,1.42,
91,1661557318209,-1.2079,0.1347,-0.0921,-16.14,-2.65,1.59,
92,1661557318209,-1.2948,0.1498,0.2605,-19.24,-6.04,0.89,
93,1661557318209,-1.2338,0.0658,0.2522,-18.34,-11.27,0.62,
94,1661557318209,-1.3505,0.1371,0.1482,-18.34,-7.55,-3.49,
95,1661557318209,-1.2548,0.1879,0.22,-20.05,0.47,-2.86,
96,1661557318209,-1.2445,0.1474,0.302,-23.15,3.01,-7.88,
97,1661557318209,-1.3212,0.0746,0.4309,-23.54,8.26,-0.68,
98,1661557318209,-1.2612,-0.0377,0.198,-20.74,0.73,-4.95,
99,1661557318209,-1.1943,0.1454,0.1423,-20.86,-4.01,-3.05,
100,1661557318209,-1.2162,0.0014,0.3523,-20.45,-0.2,-8.43,
101,1661557318209,-1.2704,-0.0738,0.363,-24.35,2.43,-0.96,
102,1661557318210,-1.1425,-0.0387,0.0442,-25.33,1.41,-4.15,
103,1661557318210,-1.1137,0.0243,0.094,-25.54,-0.53,-0.39,
104,1661557318210,-1.079,0.0995,0.2776,-21.84,-5.61,1.06,
105,1661557318210,-1.1215,0.0917,0.1794,-20.84,-6.54,-4.15,
106,1661557318210,-1.0234,0.182,0.1296,-24.75,-3.42,-1.14,
107,1661557318210,-0.9975,0.33,0.1047,-22.05,-0.7,-3.87,
108,1661557318210,-0.9848,0.3183,0.2468,-20.93,13.34,1.16,
109,1661557318210,-0.8935,0.3021,0.1409,-17.64,-0.87,0.05,
110,1661557318210,-0.8495,0.3192,-0.0891,-17.24,0.64,-2.76,
111,1661557318210,-0.9115,0.4936,0.1892,-15.85,4.29,-4.6,
112,1661557318210,-0.8324,0.4125,-0.0925,-12.95,2.0,-3.32,
113,1661557318210,-0.7738,0.3783,-0.1038,-15.66,2.09,-4.15,
114,1661557318210,-0.8339,0.4623,0.0251,-14.34,2.5,-5.14,
115,1661557318211,-0.7675,0.3515,-0.0169,-12.86,3.43,-3.96,
116,1661557318211,-0.7851,0.2816,0.0422,-9.74,1.57,-3.76,
117,1661557318211,-0.7714,0.3173,0.1203,-11.44,5.72,0.23,
118,1661557318211,-0.7089,0.2641,0.0466,-10.76,5.3,2.69,
119,1661557318211,-0.6903,0.1376,-0.0042,-10.13,5.46,3.16,
120,1661557318211,-0.6894,0.0487,0.0261,-7.26,8.42,3.79,
121,1661557318211,-0.7934,0.015,-0.0471,-6.45,5.8,-1.41,
122,1661557318211,-0.7402,0.0775,-0.0427,-4.35,8.85,1.7,
123,1661557318211,-0.831,-0.0123,0.0535,-2.76,7.92,2.32,
124,1661557318211,-0.892,-0.0465,0.0095,-5.65,5.39,-0.48,
125,1661557318211,-0.6039,-0.0123,-0.1096,-6.96,-4.85,1.78,
126,1661557318211,-0.9067,-0.0895,-0.093,-4.76,-13.3,4.06,
127,1661557318212,-0.7787,-0.0973,0.0046,-3.97,3.01,8.08,
128,1661557318212,-0.7719,-0.2184,-0.2088,0.05,2.0,2.42,
129,1661557318212,-0.8276,0.0326,-0.0125,-1.07,14.18,0.51,
130,1661557318212,-0.8715,0.1977,0.2063,-5.25,18.07,-0.04,
131,1661557318212,-0.9145,-0.0987,-0.0076,-8.25,5.46,1.24,
132,1661557318212,-0.8168,-0.0543,-0.2376,-7.48,-11.72,3.61,
133,1661557318212,-0.9028,0.1527,0.155,-3.46,-0.79,3.88,
134,1661557318212,-0.9096,-0.1617,-0.0579,0.64,-5.28,-0.32,
135,1661557318213,-0.9921,-0.0362,0.134,-6.06,10.62,-2.15,
