srNo,timestamp,ax,ay,az,gx,gy,gz,temp
86080,1661606220282,-1.1133,-0.7024,0.2303,7.52,-12.63,-0.25,
86081,1661606220282,-1.2886,-0.8748,0.3401,4.02,-13.82,3.95,
86082,1661606220282,-1.0654,-0.552,-0.115,-1.47,-28.37,0.67,
86083,1661606220282,-1.3325,-0.4734,0.8484,0.62,-12.54,3.95,
86084,1661606220282,-1.2695,-0.5457,0.658,1.63,-9.67,4.59,
86085,1661606220282,-1.1782,-0.4549,0.219,2.63,-8.67,8.42,
86086,1661606220282,-1.2647,-0.156,0.8182,-2.37,7.07,5.22,
86087,1661606220282,-1.1934,-0.2508,0.6692,-0.48,2.17,6.59,
86088,1661606220282,-1.1836,-0.198,0.2039,0.02,3.77,3.86,
86089,1661606220282,-1.1856,0.0759,0.3479,1.12,2.17,6.5,
86090,1661606220282,-1.1943,0.3044,0.2415,2.83,-0.7,5.95,
86091,1661606220282,-1.144,0.1823,0.2625,7.43,3.86,9.23,
86092,1661606220282,-1.1792,0.3454,0.221,5.32,6.99,5.14,
86093,1661606220282,-1.0283,0.4831,-0.0149,2.83,0.9,7.05,
86094,1661606220282,-1.1299,0.5759,0.3411,2.83,13.24,5.14,
86095,1661606220282,-1.1504,0.6433,0.5315,7.03,14.68,3.86,
86096,1661606220282,-1.0689,0.6364,0.1092,10.02,7.07,4.23,
86097,1661606220282,-0.9854,0.8376,0.3064,13.12,27.04,3.13,
86098,1661606220282,-1.1821,0.7805,0.5559,21.31,21.19,1.57,
86099,1661606220298,-1.019,0.5691,-0.0442,22.71,24.92,4.41,
86100,1661606220298,-0.9922,0.8322,0.1726,20.72,23.65,-2.98,
86101,1661606220298,-0.9756,0.8601,0.2332,20.91,24.25,-2.26,
86102,1661606220298,-1.0103,0.6081,-0.3366,25.13,3.27,1.66,
86103,1661606220298,-0.9224,0.5705,-0.1804,27.92,8.26,-4.9,
86104,1661606220298,-0.9458,0.6926,0.178,31.72,7.42,0.67,
86105,1661606220298,-1.1021,0.6482,-0.1608,34.11,-0.03,2.03,
86106,1661606220298,-0.8403,0.5403,-0.2692,33.01,5.72,2.49,
86107,1661606220298,-1.0317,0.6955,0.3118,30.91,9.52,-4.26,
86108,1661606220298,-0.7065,0.8025,-0.1506,32.22,4.46,-4.72,
86109,1661606220298,-0.8789,0.6096,-0.1472,41.12,2.26,-3.98,
86110,1661606220298,-0.6631,0.6189,0.1604,41.71,13.41,-2.26,
86111,1661606220298,-0.8003,0.674,-0.2546,42.51,-8.91,-5.17,
86112,1661606220298,-0.8315,0.6921,-0.4724,43.01,1.33,-8.91,
86113,1661606220298,-0.8003,0.5363,-0.2653,47.89,-4.94,-10.64,
86114,1661606220298,-0.751,0.5925,-0.3283,48.12,11.98,-14.02,
86115,1661606220298,-0.77,0.6721,-0.5412,41.21,-6.88,-15.66,
86116,1661606220298,-0.6821,0.1936,-0.4172,42.9,-8.32,-11.83,
86117,1661606220298,-0.7959,0.3415,-0.154,48.01,-5.78,-10.45,
86118,1661606220298,-0.79,0.3327,-0.3581,50.52,1.74,-12.47,
86119,1661606220298,-0.7671,0.1565,-0.3317,44.81,-2.82,-13.66,
86120,1661606220298,-0.8154,-0.0716,-0.0451,41.71,-3.42,-18.48,
