srNo,timestamp,ax,ay,az,gx,gy,gz,temp
0,1661559999196,-1.1793,-0.6208,0.292,-22.89,-2.45,-2.64,
1,1661559999197,-0.9864,-0.3698,-0.189,-23.18,-8.37,-2.81,
2,1661559999197,-1.2521,-0.2849,0.4087,-20.37,7.87,-0.63,
3,1661559999197,-1.0997,-0.6452,0.1435,-25.47,1.28,1.56,
4,1661559999197,-1.067,-0.1867,-0.1509,-33.37,-5.33,-1.91,
5,1661559999197,-1.0958,-0.4758,0.5854,-27.97,5.92,2.11,
6,1661559999197,-1.0001,-0.3933,0.459,-26.28,-5.76,-0.26,
7,1661559999197,-0.9923,-0.009,-0.2725,-23.97,-6.09,0.47,
8,1661559999197,-0.9435,-0.3889,0.3183,-21.87,13.45,6.21,
9,1661559999197,-1.0909,0.1223,0.5869,-24.08,15.82,4.49,
10,1661559999197,-0.9015,0.0213,-0.232,-21.47,3.22,7.13,
11,1661559999197,-0.8824,-0.0066,0.0083,-23.97,6.68,1.92,
12,1661559999197,-0.9005,0.4964,0.1592,-24.37,2.38,0.47,
13,1661559999197,-0.8077,0.135,-0.0264,-22.28,1.28,5.02,
14,1661559999198,-0.9278,0.1756,-0.0694,-21.77,0.52,0.11,
15,1661559999198,-0.9352,0.572,0.147,-19.18,-1.77,0.02,
16,1661559999198,-0.9376,0.1585,0.2475,-17.18,-1.27,3.94,
17,1661559999198,-0.9205,0.5589,0.4341,-18.48,8.37,3.02,
18,1661559999198,-0.8839,0.4182,0.2436,-14.77,3.55,5.66,
19,1661559999198,-0.9337,0.0657,0.039,-14.89,8.04,0.2,
20,1661559999198,-0.9654,0.5691,0.5791,-14.07,20.72,2.29,
21,1661559999198,-0.9562,0.0525,0.2319,-11.98,14.89,1.83,
22,1661559999198,-0.7438,0.3172,-0.357,-14.37,4.65,3.66,
23,1661559999198,-0.8785,0.4871,-0.0767,-10.88,1.09,0.56,
24,1661559999198,-1.0157,0.0823,0.4131,-3.98,1.61,6.85,
25,1661559999198,-0.7755,0.1521,-0.4566,-3.28,-7.02,-1.17,
26,1661559999198,-0.8697,0.1687,-0.2832,-4.97,-3.38,8.13,
27,1661559999198,-0.941,0.1741,0.5932,-3.68,1.69,1.92,
28,1661559999198,-1.0387,0.2898,0.3462,0.02,-15.05,4.3,
29,1661559999198,-0.7545,-0.0095,-0.3643,-0.69,-12.42,9.77,
30,1661559999198,-0.9977,0.2293,0.5073,-0.18,-3.21,5.02,
31,1661559999198,-0.9571,0.3958,0.3081,1.01,0.16,5.94,
32,1661559999198,-0.8048,-0.0764,-0.2495,0.72,-8.88,4.85,
33,1661559999199,-0.9894,0.2791,0.2353,-1.08,14.05,2.01,
34,1661559999199,-0.9684,0.5994,0.4433,1.92,1.09,3.85,
35,1661559999199,-0.9171,-0.0198,-0.6309,3.42,-12.35,8.41,
36,1661559999199,-1.0494,0.6892,0.666,0.92,4.24,-2.55,
37,1661559999199,-1.1549,0.6253,0.8076,0.21,-4.9,2.56,
38,1661559999199,-0.9986,0.1927,-0.3882,1.02,-9.46,-0.17,
39,1661559999199,-0.943,0.5027,-0.0166,3.92,4.91,-1.54,
40,1661559999199,-1.0343,0.0452,0.5649,5.31,8.37,-4.64,
41,1661559999199,-1.0484,0.3596,-0.0962,2.41,-0.17,-8.47,
42,1661559999199,-0.9928,0.2737,-0.1885,1.62,3.31,-5.46,
43,1661559999199,-1.0973,-0.3967,0.147,0.12,2.45,-5.55,
44,1661559999199,-1.1075,0.1668,0.2583,-2.07,6.27,-9.02,
45,1661559999200,-1.1446,-0.2268,0.0722,0.52,8.88,-7.37,
46,1661559999200,-1.0431,-0.5652,-0.1782,-0.78,-1.68,-0.53,
47,1661559999200,-1.0709,-0.2429,-0.2871,-7.08,-10.82,-3.63,
48,1661559999200,-1.2394,-0.2619,0.6181,-9.08,7.2,-7.37,
49,1661559999200,-1.1676,-0.4553,0.1992,-10.16,-7.27,-6.82,
50,1661559999200,-1.0572,-0.4182,-0.52,-12.79,-15.64,-6.1,
51,1661559999200,-1.1568,-0.3445,0.7842,-13.18,2.62,-5.19,
52,1661559999200,-1.2223,-0.0993,0.4712,-9.78,6.18,-5.0,
53,1661559999200,-0.86,-0.5573,-0.7129,-8.68,-3.04,-1.91,
54,1661559999200,-1.2604,-0.0603,0.6928,-21.87,12.26,-6.82,
55,1661559999200,-1.1114,-0.0534,0.2876,-18.87,0.59,-8.47,
56,1661559999200,-1.024,-0.489,-0.4854,-15.38,-7.1,-4.18,
57,1661559999200,-1.0851,-0.1208,-0.1367,-20.17,9.23,-0.99,
58,1661559999200,-1.2628,0.0637,0.4282,-23.57,-4.57,2.11,
59,1661559999201,-1.129,-0.2737,-0.0005,-22.29,-5.24,-0.9,
60,1661559999201,-1.171,0.0095,0.3496,-18.87,-0.08,-1.91,
61,1661559999201,-1.0734,-0.2702,0.1284,-18.48,-1.77,-4.91,
62,1661559999201,-1.17,-0.0329,0.4096,-26.17,8.37,-3.36,
63,1661559999201,-1.1144,-0.3156,0.5268,-25.66,15.22,-2.64,
